movie_id,original_title,clean_title,year,genres_text,director,top_cast,overview,llm_profile
1378,Rhyme & Reason (1997),Rhyme & Reason,1997.0,"Documentary, Music",Peter Spirer,"Dr. Dre, Nas, RZA","A study in the world of hip-hop, done mostly with interviews, in order to see why it is as popular as it is today and what the future holds.","This 1997 documentary offers a raw, unfiltered exploration of hip-hop culture at a pivotal moment in its mainstream ascent. Through candid interviews with its most influential voices, the film dissects the genre's explosive popularity, artistic philosophy, and socio-political roots. It captures the music's raw energy and intellectual depth, presenting it as both a cultural force and a contested art form. The tone is urgent and insightful, crafted for music enthusiasts and cultural scholars seeking to understand the movement's past and its uncertain future."
1379,Love and Other Catastrophes (1996),Love and Other Catastrophes,1996.0,"Comedy, Romance",Emma-Kate Croghan,"Frances O'Connor, Alice Garner, Matt Day","Over the course of one frantic day, five university students try to keep their heads above water.","A whirlwind day in the life of five university students, this Gen-X comedy captures the chaotic, hyper-verbal energy of campus life. Told with a scrappy, talkative charm, it explores the intersection of romantic entanglements, academic absurdity, and quarter-life crises. The film’s brisk, episodic style and witty dialogue create a specific, nostalgic portrait of youthful anxiety and connection, primarily resonating with viewers who appreciate sharp, character-driven indie storytelling."
1380,Hollow Reed (1996),Hollow Reed,1996.0,Drama,Angela Pope,"Martin Donovan, Ian Hart, Joely Richardson","Following the break-up of his marriage after revealing his homosexuality, GP Martin Wyatt loses custody of his son Oliver to his now ex-wife Hannah and her new partner Frank. It is not long, however, until Oliver appears at the house of Martin and his new lover Tom claiming to have been beaten up by boys in the park. After another incident, Martin puts two and two together and comes to the conclusion that Frank has been beating Oliver without Hannah's knowledge. Martin then begins a long courtroom custody battle to win back his son.","A searing domestic drama that explores the intersection of sexuality, parenthood, and hidden violence. The film adopts a raw, intimate style, focusing on the quiet terror of a child's unspoken abuse and a father's desperate fight against systemic prejudice. Its emotional tone is one of profound anxiety and righteous urgency, building tension through whispered fears rather than overt action. This poignant story targets audiences drawn to socially conscious narratives about family, justice, and the protective power of love against all odds."
1381,Losing Chase (1996),Losing Chase,1996.0,"Drama, Romance",Kevin Bacon,"Helen Mirren, Kyra Sedgwick, Beau Bridges","An intimate and turbulent relationship develops between Chase, a woman recovering from a nervous breakdown, and Elizabeth, the caretaker employed to look after her.","A raw, intimate chamber piece exploring the volatile chemistry of healing and desire. Set against a stark coastal backdrop, the film delves into the psychological unraveling and fragile reconstruction of two women, blurring the lines between patient, caretaker, and confidante. Its tense, emotionally charged atmosphere and focus on internal turmoil will resonate with viewers drawn to complex, character-driven dramas about human connection at its most vulnerable and transformative."
1382,"Bonheur, Le (1965)","Bonheur, Le",1965.0,"Drama, Romance",Agnès Varda,"Jean-Claude Drouot, Claire Drouot, Olivier Drouot","Though married to the good-natured, beautiful Thérèse, young husband and father François finds himself falling unquestioningly into an affair with an attractive postal worker. One of Agnès Varda's most provocative films, 'Le bonheur' examines, with a deceptively cheery palette and the spirited strains of Mozart, the ideas of fidelity and happiness in a modern, self-centered world.","A sun-drenched, pastoral idyll becomes the unsettling backdrop for a philosophical inquiry into selfish desire. Varda employs a vibrant, almost tactile visual palette and buoyant classical music to craft a deceptively serene surface, which starkly contrasts with its quietly radical core. The film dissects bourgeois notions of happiness and fidelity with a cool, non-judgmental gaze, presenting a man’s pursuit of bliss as a form of serene, destructive narcissism. This is a subtly provocative and aesthetically lush drama for viewers who appreciate cinema that challenges through beauty."
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",The Second Jungle Book: Mowgli & Baloo,1997.0,"Adventure, Family",Dee McLachlan,"Jamie Williams, Amy Robbins, Hal Fowler","In this exciting live-action adventure, young Mowgli, an orphan raised by wolves, is spotted by a scout for a giant circus. Accompanied by a cruel hunter and a snake charmer, the scout sets out to trap Mowgli. But with the help of Baloo the bear and Bagheera the panther, little Mowgli leads the adults into his biggest and wildest adventure yet! A fun-filled movie every member of the family will enjoy.","This live-action adventure reimagines Rudyard Kipling's classic as a spirited chase through the jungle. Centered on a young boy's profound connection with the wild, the film pits the innocence of a feral childhood against the greed of the civilized world. Its narrative is a straightforward, fun-filled romp, emphasizing loyalty and cunning over brute force. With a lighthearted tone and emphasis on animal allies, it's tailored for family audiences seeking wholesome, adventurous escapism in a familiar, beloved setting."
1384,Squeeze (1996),Squeeze,1996.0,Drama,Marcus DeLeon,"Lara Flynn Boyle, Danny Nucci, Peter Dobson","Benny, a hapless grifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money is the root of all evil. She then enlists the help of Benny to concoct a scheme to get her fair share of the settlement, and he finds one: a local Catholic mission needs money for repairs and Benny decides to create a miracle that will encourage husband Henry to fork over the money - which Benny and Tanya will intercept and share.","A gritty, character-driven drama exploring desperation and moral compromise in the face of financial ruin. The film adopts a cynical, street-smart tone, following two disillusioned souls who weaponize faith in a calculated con. Its core tension lies not in the heist's mechanics, but in the emotional corrosion of its protagonists, trapped between survival and self-respect. This bleak, intimate portrait of broken American dreams targets viewers who appreciate nuanced, morally ambiguous narratives about the lengths people go to when hope runs out."
1385,Roseanna's Grave (For Roseanna) (1997),Roseanna's Grave (For Roseanna),1997.0,"Comedy, Romance, Drama",Paul Weiland,"Jean Reno, Mercedes Ruehl, Polly Walker","Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man who owns the land next to the cemetery, won't sell. While Marcello is doing good deeds to make sure no one dies, Roseanna thinks of Marcello's future.","A tender tragicomedy set against the ticking clock of a dwindling cemetery plot. The film blends farcical desperation with profound devotion, as a husband's frantic, often humorous attempts to control mortality clash with his wife's serene acceptance and concern for his future. Its unique charm lies in this bittersweet dance between life-affirming chaos and quiet, impending loss, crafting a poignant romance for audiences who appreciate love stories laced with both gentle laughter and heartfelt melancholy."
1386,Tetsuo II: Body Hammer (1992),Tetsuo II: Body Hammer,1992.0,"Science Fiction, Horror, Drama",Shinya Tsukamoto,"Tomorowo Taguchi, Shinya Tsukamoto, Nobu Kanaoka",A Japanese salaryman finds his body transforming into a weapon through sheer rage after his son is kidnapped by a gang of violent thugs.,"A visceral symphony of urban anxiety and biological horror, this film explores the male body as a site of uncontrollable, violent transformation. Eschewing conventional narrative for a nightmarish, industrial-punk aesthetic, it channels primal rage into a shocking metamorphosis of flesh and metal. The tone is one of relentless, claustrophobic dread, targeting viewers drawn to extreme, avant-garde cinema and the psychological terror of losing one's humanity to mechanistic fury."
1387,Fall (1997),Fall,1997.0,"Drama, Romance",Eric Schaeffer,"Eric Schaeffer, Amanda de Cadenet, Rudolf Martin","For Michael Shiver, life as an easy-going cab driver in New York suddenly changes when he picks up supermodel Sarah Easton and falls head over heels in love. But Sarah has more than just passion on her mind; she also has a husband and a glamorous lifestyle that she can't seem to leave behind. Torn between her feelings for Michael and the security of her marriage, Sarah is forced to make a realistic decision about the sacrifices that must be made to be truly and totally in love.","A bittersweet urban romance that dissects the collision between bohemian freedom and gilded obligation. Set against the gritty backdrop of New York City, it explores love not as a fairy tale, but as a series of difficult, pragmatic choices. The film's tone is wistful and grounded, favoring emotional realism over melodrama as it asks whether passion can outweigh the comforts of a settled life. This introspective drama targets viewers who appreciate character-driven stories about adult relationships and the sacrifices they demand."
1388,Gabbeh (1996),Gabbeh,1996.0,"Drama, Mystery, Romance",Mohsen Makhmalbaf,"Shaghayeh Djodat, Abbas Sayah, Hossein Moharami","An elderly couple go about their routine of cleaning their gabbeh, while bickering gently with each other. Magically, a young woman appears, helping the two clean the rug. This young woman belongs to the clan whose history is depicted in the design of the gabbeh, and the rug recounts the story of the courtship of the young woman by a stranger from the clan.","A living tapestry of memory and myth, ""Gabbeh"" weaves a lyrical narrative where a vibrant rug becomes a portal to a clan's history. Blending magical realism with ethnographic detail, the film explores themes of love, tradition, and storytelling itself. Its poetic, visually stunning style creates a dreamlike and emotionally resonant tone, appealing to viewers who cherish contemplative cinema and rich cultural folklore."
1389,Mondo (1996),Mondo,1996.0,Drama,Isabella Sandri,"Francesca Antonelli, Marcello Ferrari, Anna Recchimuzzi",A movie titled Mondo released in 1996.,"A poetic and meditative journey through the eyes of a child, *Mondo* observes the world with a sense of quiet wonder and gentle melancholy. This minimalist drama unfolds as a series of vignettes, capturing fleeting moments of human connection and the raw beauty of everyday life. Its contemplative pace and observational style create a deeply atmospheric and emotionally resonant tone, appealing to viewers who appreciate lyrical, character-driven cinema free from conventional plot."
1390,"Innocent Sleep, The (1995)",The Innocent Sleep,1995.0,Thriller,Scott Michell,"Rupert Graves, Annabella Sciorra, Michael Gambon","Inspired by the 1982 Roberto Calvi Affair in which an Italian banker was found hanging from a bridge across the River Thames, the story follows Alan, a man from Northern England who is homeless after the loss of his wife and job. One night while sleeping in a deserted building, Alan witnesses the murder of a high-profile businessman. He attempts to leave the scene unnoticed, but the killers realize that someone has seen them commit the crime. He goes to the police only to discover that one of the killers is leading the case. To stay alive, Alan recruits the help of Billie Hayman, an American journalist, to cover his story.","A gritty, paranoid thriller set in the shadowy underbelly of London, this film explores the terrifying vulnerability of a man with nothing left to lose. Blending a journalistic procedural with a tense cat-and-mouse chase, it crafts a claustrophobic atmosphere where institutional corruption leaves no safe haven. Its emotional core is a bleak, desperate struggle for truth and survival, appealing to audiences who relish morally complex, slow-burn suspense rooted in real-world conspiracy."
1391,For Ever Mozart (1996),For Ever Mozart,1996.0,"Drama, Comedy, War",Jean-Luc Godard,"Madeleine Assas, Ghalya Lacroix, Bérangère Allaux","Episodic film that follows a theater troupe from France attempting to put on a play in Sarajevo. Along their journey they are captured and held in a POW camp, and they call for help from their friends and relations in France.","A fragmented, self-reflexive meditation on art's impotence and persistence amidst modern barbarism. Godard constructs a bleakly comic, essayistic collage where a naive theater troupe's doomed pilgrimage to war-torn Sarajevo becomes a metaphor for European cultural decay. The tone is characteristically detached yet despairing, mixing philosophical musings with stark violence. This challenging, avant-garde work targets cinephiles and intellectuals willing to grapple with its dense, polemical critique of cinema, politics, and moral failure."
1392,"Locusts, The (1997)",The Locusts,1997.0,"Drama, Romance",John Patrick Kelley,"Kate Capshaw, Vince Vaughn, Jeremy Davies","Delilah Potts has always had her choice of men to work her ranch and fill her bed. But from the moment Clay Hewitt, a handsome drifter with a mysterious past, arrives at her door, Delilah knows that her life will never be the same. And when he spurns her affections, she unleashes a torrent of forbidden passions and deadly secrets that will prove to Clay that the only thing darker and more dangerous than the past he's escaping... is the one he's about to discover.","A simmering, sun-baked gothic drama set on a lonely ranch, *The Locusts* explores the destructive power of buried secrets and obsessive desire. Its narrative simmers with a slow-burn tension, building toward a violent eruption of repressed emotions. The tone is thick with Southern Gothic menace and tragic inevitability, painting a portrait of characters trapped by their own histories. This moody, character-driven film targets viewers drawn to psychological intensity and tales of fatalistic romance."
1393,Stag (1997),Stag,1997.0,"Thriller, Drama",Gavin Wilding,"Mario Van Peebles, Andrew McCarthy, Kevin Dillon","An accidental death at a bachelor party spurs a night of shooting, kidnapping and murder in the host's home.","A tense psychological thriller that spirals from a single tragic mistake into a claustrophobic nightmare of escalating paranoia and violence. Set almost entirely within a single, increasingly hostile location, the film explores the fragility of male camaraderie under extreme pressure, morphing a celebration into a brutal fight for survival. Its raw, gritty tone and morally ambiguous characters will appeal to viewers who enjoy high-stakes, character-driven suspense in the vein of a single-location siege."
1394,Swept from the Sea (1997),Swept from the Sea,1997.0,"Drama, Romance",Beeban Kidron,"Rachel Weisz, Vincent Perez, Ian McKellen","The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century. When Yanko enters a farm sick and hungry after the shipwreck, everyone is afraid of him, except for Amy, who is very kind and helps him. Soon he becomes like a son for Dr. James Kennedy and romance between Yanko and Amy follows.","A poignant tale of isolation and connection, this period drama explores the profound bond between two societal outcasts. Through its lyrical, melancholic tone, the film examines themes of prejudice, compassion, and the transformative power of love against a backdrop of rural superstition. Its narrative is a quiet, character-driven romance that resonates with audiences drawn to emotionally rich, bittersweet stories of human resilience and understanding."
1395,Hurricane Streets (1998),Hurricane Streets,1998.0,Unknown,Unknown Director,Unknown Cast,A movie titled Hurricane Streets released in 1998.,"A raw, street-level portrait of 1990s urban adolescence, *Hurricane Streets* captures the restless energy and moral ambiguity of teenage life on the margins. Told with a gritty, naturalistic style, the film explores themes of loyalty, petty crime, and the desperate search for identity and escape. Its tone is one of simmering tension and melancholy, offering an unvarnished look at characters caught between childhood and a harsh adult world. This indie drama resonates with viewers seeking authentic, character-driven stories about youth and disillusionment."
1396,Stonewall (1995),Stonewall,1995.0,"Romance, Drama, Comedy, History",Nigel Finch,"Guillermo Díaz, Frederick Weller, Duane Boutte",A group of gay friends try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.,"A poignant and defiant chronicle of queer life on the eve of revolution, this film blends historical drama with intimate romance and street-level comedy. Its narrative weaves personal struggles for dignity with the explosive, collective rage that ignited a movement. The tone balances tender camaraderie with urgent political awakening, culminating in the cathartic fury of the Stonewall riots. This is essential viewing for those interested in LGBTQ+ history and stories of community resilience."
1397,Of Human Bondage (1934),Of Human Bondage,1934.0,"Drama, Romance",John Cromwell,"Leslie Howard, Bette Davis, Frances Dee",A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.,"A stark psychological portrait of obsession and self-destruction, this drama charts the agonizing descent of a sensitive man ensnared by a toxic, one-sided romance. Its unflinching narrative style adopts a clinical, almost cruel realism, exposing the raw nerves of emotional dependency and humiliation. The tone is bleak and pitiless, dissecting the cruel mechanics of ""bondage"" in relationships with brutal honesty. This is a harrowing character study aimed at audiences seeking a profound, if deeply unsettling, exploration of human frailty."
1398,Anna (1996),Anna,1996.0,Drama,Anne Haugsgjerd,"Silje Marie Lien, Monica-Helèn Larsen, Linn Camilla K. Wien","Disappointment, shame and unanswered love. Anna has to experience everything in a single evening, only 15 years old.","A raw and intimate coming-of-age drama, ""Anna"" captures the seismic emotional landscape of adolescence compressed into a single, pivotal evening. Through a stark, naturalistic lens, the film explores the profound weight of first heartbreak, societal shame, and the crushing disappointment that can define a young person's world. Its unflinching focus on internal turmoil creates a poignant and deeply empathetic portrait for viewers who appreciate character-driven stories about the painful, universal transition into adulthood."
1399,Stranger in the House (1997),Stranger in the House,1997.0,Thriller,Rodney Gibbons,"Michele Greene, Bruce Dinsmore, Steve Railsback",A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal.,"A taut, low-budget thriller that dissects the corrosive nature of greed and misplaced trust. The narrative unfolds as a relentless chain reaction, where a single criminal act unravels into a web of paranoia and lethal double-crosses. Its mood is one of claustrophobic suspense and grim inevitability, playing out in shadowy interiors where no alliance is secure. This is a lean, plot-driven mystery for fans of straightforward, tension-filled crime dramas where the true villain is human desperation."
1400,Picture Bride (1995),Picture Bride,1995.0,"Drama, History",Kayo Hatta,"Youki Kudoh, Akira Takayama, Tamlyn Tomita","Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.","A poignant historical drama, *Picture Bride* explores the resilience of women forging identity within a system of arranged marriage and displacement. Through Riyo's journey from disillusionment to acceptance, the film captures the quiet desperation and burgeoning strength of immigrant life. Its lyrical, intimate style balances sorrow with moments of tender connection, offering a deeply empathetic portrait of survival and unexpected community. This contemplative film appeals to audiences drawn to nuanced character studies and untold chapters of history."
1401,M. Butterfly (1993),M. Butterfly,1993.0,"Romance, Drama",David Cronenberg,"Jeremy Irons, John Lone, Barbara Sukowa","In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling – but Song is not at all who Gallimard thinks.","A haunting deconstruction of illusion and desire, this film explores the dangerous intersection of love, politics, and identity. Through a tragic romance built on profound deception, it dissects Western fantasies of the exotic ""Orient"" and the fragile constructs of gender and power. The tone is operatic yet chillingly clinical, a cerebral drama that questions the very nature of perception and self-delusion. It targets audiences drawn to psychologically complex, politically charged narratives about the cost of living inside a beautiful lie."
1402,"Ciao, Professore! (1993)","Ciao, Professore!",1993.0,Unknown,Unknown Director,Unknown Cast,"A movie titled Ciao, Professore! released in 1993.","A spirited comedy-drama set in a chaotic, impoverished Neapolitan suburb, this film explores the culture clash between a rigid, northern Italian teacher and his unruly, street-smart students. Through humor and heart, it critiques systemic educational failure and social inequality, championing resilience and unconventional wisdom. Its raw, vibrant tone balances social critique with uplifting humanity, appealing to viewers who enjoy poignant, character-driven stories about education and social change."
1403,Caro Diario (Dear Diary) (1994),Caro Diario (Dear Diary),1994.0,"Comedy, Drama",Nanni Moretti,"Nanni Moretti, Renato Carpentieri, Antonio Neiwiller","Nanni Moretti recalls in his diary three slice of life stories characterized by a sharply ironic look: in the first one he wanders through a deserted Rome, in the second he visits a reclusive friend on an island, and in the last he has to grapple with an unknown illness.","A wry, introspective journey through the mind of its creator, *Caro Diario* blends deadpan comedy with poignant observation. Structured as three distinct diary entries, the film meanders through urban solitude, eccentric friendship, and the unsettling vulnerability of illness. Its charm lies in a deeply personal, essayistic style that finds profound meaning in life's mundane and absurd moments. This is a contemplative gem for viewers who appreciate character-driven, philosophically playful cinema."
1404,Withnail and I (1987),Withnail and I,1987.0,"Comedy, Drama",Bruce Robinson,"Richard E. Grant, Paul McGann, Richard Griffiths","Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.","A bleakly hilarious portrait of artistic squalor and fading friendship at the end of the 1960s. This cult classic masterfully blends desperate, razor-sharp wit with a profound sense of melancholy, set against a miserably damp English landscape. It’s a tragicomedy of failure, ego, and the inevitable parting of ways, speaking directly to disaffected dreamers and anyone who has ever felt gloriously, hopelessly adrift."
1405,Boy's Life 2 (1997),Boy's Life 2,1997.0,Unknown,Unknown Director,Unknown Cast,A movie titled Boy's Life 2 released in 1997.,"This 1997 anthology film explores the raw, often unspoken realities of gay adolescence through four distinct short stories. Moving beyond simple coming-of-age tropes, it delves into the specific anxieties, desires, and moments of self-discovery that define queer youth. The tone shifts between poignant, awkward, humorous, and tender, capturing a spectrum of authentic emotional experiences. It is a seminal work for LGBTQ+ cinema, offering resonant, character-driven narratives primarily aimed at older teens and adults seeking honest, personal storytelling."
1406,When Night Is Falling (1995),When Night Is Falling,1995.0,"Drama, Romance",Patricia Rozema,"Pascale Bussières, Rachael Crawford, Henry Czerny","Camille is a professor at a Protestant college and is in a long-term relationship with Martin, a respected minister and fellow professor. When Camille meets Petra, a bold and flamboyant performer in a circus troupe, she is inexplicably drawn. Pursuing Petra, Camille throws her whole conservative life into disarray.","A visually poetic exploration of desire versus dogma, this drama charts the quiet unraveling of a meticulously ordered life. Its narrative unfolds with a dreamlike, symbolic quality, contrasting the stark, intellectual world of academia with the sensual, colorful realm of the circus. The emotional tone is one of profound internal awakening, charged with tension and lyrical yearning. This is a film for audiences drawn to intimate, artful stories about self-discovery, sexuality, and the courage to embrace a forbidden, transformative love."
1407,"Specialist, The (1994)",The Specialist,1994.0,"Action, Thriller",Luis Llosa,"Sylvester Stallone, Sharon Stone, James Woods","May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert, to kill her parents' killers. When Ned Trent, embittered ex-partner of Quick's, is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.","A sleek, mid-90s thriller that explores revenge as a meticulously engineered art form. The narrative is a high-stakes chess match between two master technicians—one of demolition, the other of protection—set against a backdrop of neon-soaked Miami. The tone is cool, procedural, and simmering with a palpable, slow-burn tension. This film targets audiences who appreciate methodical action, moral ambiguity, and the explosive chemistry of a revenge plot built on precision rather than brute force."
1408,Gordy (1995),Gordy,1995.0,"Drama, Family, Fantasy",Mark Lewis,"Doug Stone, Kristy Young, James Donadio",A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.,"A gentle fable of innocence and determination, this family drama follows a remarkable pig on a heartfelt journey to reunite his loved ones. Blending rural Americana with a touch of magical realism, the film explores themes of family, compassion, and the value of all creatures. Its earnest, sentimental tone and straightforward narrative make it an accessible and uplifting tale primarily aimed at younger viewers and families seeking wholesome entertainment."
1409,"Swan Princess, The (1994)",The Swan Princess,1994.0,"Family, Animation, Fantasy, Adventure, Comedy",Richard Rich,"Jack Palance, Howard McGillin, Michelle Nicastro","The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.","A timeless fairy tale of transformation and true love, this animated musical blends gentle fantasy with lighthearted adventure. Through its enchanted heroine and her loyal animal companions, the story explores themes of inner beauty, courage, and the power of a sincere promise. With its warm humor, sweeping romance, and classic villainy, it offers a charming, family-friendly journey into a world where love is the ultimate magic."
1410,Harlem (1993),Harlem,1993.0,Comedy,Hidekazu Takahara,"Hiroshi Shimabukuro, Jou Ooshima, Shigeru Nakano","In a hospital, patients create their own Halloween...","A surreal hospital comedy where institutional confinement becomes a canvas for anarchic imagination. The film explores the human need for ritual and rebellion, transforming sterile hallways into a space of macabre celebration. Its tone balances absurdist humor with a poignant undercurrent, finding liberation in collective, makeshift fantasy. This is a quirky, character-driven story for audiences who appreciate offbeat narratives about finding joy and connection in the most unlikely places."
1411,Barbarella (1968),Barbarella,1968.0,"Science Fiction, Adventure, Comedy",Roger Vadim,"Jane Fonda, John Phillip Law, Anita Pallenberg","In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.","A psychedelic space odyssey blending campy adventure with unabashed eroticism, *Barbarella* is a pop-art satire of the sci-fi genre. Its narrative unfolds as a series of surreal, visually decadent encounters, driven more by whimsical spectacle than conventional plot. The tone is playful, ironic, and deliberately kitschy, celebrating sexual liberation with a wink. This cult classic targets audiences seeking a stylish, irreverent, and quintessentially 1960s escape into a universe where pleasure and danger are intertwined."
1412,Land Before Time III: The Time of the Great Giving (1995) (V),Land Before Time III: The Time of the Great Giving (1995) (V),,Unknown,Unknown Director,Unknown Cast,A movie titled Land Before Time III: The Time of the Great Giving (1995) (V) released in an unknown year.,"This animated adventure explores themes of community, sacrifice, and environmental stewardship. Set in a prehistoric world, its narrative centers on a crisis that forces disparate dinosaur herds to cooperate for survival, framing a gentle allegory about sharing resources. The tone is earnest and hopeful, blending moments of peril with heartfelt lessons on unity. Aimed at young children, it delivers its message through simple, character-driven storytelling and a focus on resolving conflict through empathy and collective action."
1413,Street Fighter (1994),Street Fighter,1994.0,"Action, Adventure, Comedy, Thriller",Steven E. de Souza,"Jean-Claude Van Damme, Raúl Juliá, Kylie Minogue",Colonel Guile and various other martial arts heroes fight against the tyranny of dictator M. Bison and his cohorts.,"A bombastic, live-action cartoon that fully embraces its video game roots, this film is a whirlwind of over-the-top action and campy spectacle. It operates on pure, unapologetic comic-book logic, blending martial arts clashes with a tongue-in-cheek, globe-trotting adventure. The tone is knowingly silly and energetically broad, aiming squarely at fans of the game and viewers seeking a nostalgic, high-energy 90s action romp devoid of seriousness. It's a quintessential ""so bad it's good"" cult classic."
1414,Coldblooded (1995),Coldblooded,1995.0,"Action, Comedy",Wallace Wolodarsky,"Jason Priestley, Kimberly Williams-Paisley, Janeane Garofalo","Cosmo, an affectless mob bookie who lives in the basement of a retirement home, is promoted to hitman. He learns his new trade from Steve, a seasoned killer. He falls in love with a yoga teacher, Jasmine, and must figure out a way to leave the mob so they can be together.","A deadpan comedy of criminal awakening, this film follows a detached mob bookie thrust into the life of a contract killer. Its dry, minimalist style contrasts the absurdity of organized crime with the protagonist's gradual discovery of human connection and desire for a normal life. The tone is one of ironic, low-key humor, painting a quirky portrait of existential choice. It targets viewers who appreciate offbeat, character-driven stories where the biggest action is an internal metamorphosis."
1415,"Next Karate Kid, The (1994)",The Next Karate Kid,1994.0,"Action, Drama, Family, Adventure",Christopher Cain,"Pat Morita, Hilary Swank, Michael Ironside","Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.","A spiritual successor to the beloved franchise, this film transplants the core Miyagi-Do philosophy into a new generation. It explores grief, self-forgiveness, and finding inner strength through the disciplined, almost meditative practice of karate. Balancing gentle mentorship with bursts of kinetic action, the story carries a tone of earnest uplift. It primarily targets a family audience, offering a wholesome, character-driven adventure about healing and empowerment through ancient wisdom."
1416,No Escape (1994),No Escape,1994.0,"Action, Drama, Science Fiction, Thriller",Martin Campbell,"Ray Liotta, Lance Henriksen, Stuart Wilson","In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.","A brutal survival thriller set in a dystopian future, *No Escape* explores themes of institutional corruption and primal justice. The narrative unfolds as a tense, high-stakes odyssey through a lethal jungle prison, blending sci-fi worldbuilding with gritty action. Its tone is relentlessly grim and visceral, focusing on the raw struggle for redemption against impossible odds. This film targets viewers who enjoy dark, speculative fiction and adrenaline-fueled tales of one man against a system designed to destroy him."
1417,"Turning, The (1992)",The Turning,1992.0,Drama,L.A. Puopolo,"Karen Allen, Raymond J. Barry, Michael Dolan","Gillian Anderson in her first ever screen role. Anderson's psycho boyfriend, Cliff, returns to his home town seething with pent-up frustration and rage. Four years earlier his family was on the verge of breaking up. Now he's returned to put things right, fired by a psychopathic determination he is intent on destroying his father's new relationship...whatever it takes.","A brooding, small-town drama of familial fracture and simmering violence. The film explores the toxic legacy of a broken home through the lens of a prodigal son's psychopathic return, driven by a twisted mission to dismantle his father's newfound peace. Its raw, claustrophobic tone and focus on repressed rage and domestic ruin create a tense, character-driven thriller. This grim psychological portrait will appeal to audiences drawn to dark, uncompromising studies of obsession and familial destruction."
1418,"Joy Luck Club, The (1993)",The Joy Luck Club,1993.0,Drama,Wayne Wang,"Tsai Chin, Kieu Chinh, Lisa Lu","Through a series of flashbacks, four Chinese women born in America and their respective mothers born in feudal China explore their pasts.","A poignant tapestry of memory and identity, this film weaves together the lives of mothers and daughters across continents and generations. Through intimate, interlocking stories, it explores the profound cultural chasms and unbreakable emotional bonds within immigrant families. The narrative, rich with folklore and personal history, balances sorrow with resilience, examining the weight of tradition and the struggle for self-definition. It resonates deeply with audiences interested in family sagas, cultural heritage, and the universal search for belonging."
1419,Highlander III: The Sorcerer (1994),Highlander III: The Sorcerer,1994.0,"Fantasy, Action, Adventure",Andrew Morahan,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger","Starts off in the 15th century, with Connor McLeod training with another immortal swordsman, the Japanese sorcerer Nakano. When an evil immortal named Kane kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.","A mythic duel spanning centuries, this fantasy adventure pits immortal warriors against a backdrop of elemental magic and vengeance. Its narrative weaves between feudal Japan and the modern world, blending swordplay sorcery with a brooding, atmospheric tone. The film explores themes of mentorship, legacy, and the solitary burden of eternal life, wrapped in a stylized, action-driven package. It targets fans of heroic, lore-heavy sagas seeking a darker, more mystical chapter in an enduring battle against time."
