movie_id,original_title,clean_title,year,genres_text,director,top_cast,overview
1250,Best of the Best 3: No Turning Back (1995),Best of the Best 3: No Turning Back,1995,"Action, Crime, Drama, Thriller",Phillip Rhee,"Phillip Rhee, Christopher McDonald, Gina Gershon",A martial arts instructor comes to the defense of a schoolteacher who has taken a stand against a local white supremacist organization.
1251,A Chef in Love (1996),A Chef in Love,1996,"Drama, Comedy, Romance",Nana Jorjadze,"Pierre Richard, Micheline Presle, Nino Kirtadzé","The story of Pascal Ichak, a larger-than-life French traveller, bon vivant, and chef, who falls in love with Georgia and a Georgian princess in the early 1920s. All is well until the arrival of the Red Army of the Caucasus, as the Soviet revolution that has swept Russian comes to Georgia. Told as a flashback from the present, as a French-Georgian man whose mother was Pascal's lover translates his memoirs for Pascal's niece."
1252,"Contempt (Mépris, Le) (1963)","Contempt (Mépris, Le)",1963,"Drama, Romance",Jean-Luc Godard,"Brigitte Bardot, Michel Piccoli, Jack Palance","A philistine in the art film business, Jeremy Prokosch is a producer unhappy with the work of his director. Prokosch has hired Fritz Lang to direct an adaptation of ""The Odyssey,"" but when it seems that the legendary filmmaker is making a picture destined to bomb at the box office, he brings in a screenwriter to energize the script. The professional intersects with the personal when a rift develops between the writer and his wife."
1253,"Tie That Binds, The (1995)",The Tie That Binds,1995,"Thriller, Crime",Wesley Strick,"Daryl Hannah, Keith Carradine, Moira Kelly","A young couple adopts a traumatized child, unaware that her parents are fugitives and murderers who will do anything to get her back."
1254,Gone Fishin' (1997),Gone Fishin',1997,Comedy,Christopher Cain,"Joe Pesci, Danny Glover, Rosanna Arquette",Two fishing fanatics get in trouble when their fishing boat gets stolen while on a trip.
1255,Broken English (1996),Broken English,1996,"Romance, Drama",Gregor Nicholas,"Rade Šerbedžija, Aleksandra Vujcic, Julian Arahanga","Ivan is the fierce patriarch of a family of Croatian refugees living in Auckland during the Yugoslav wars. Nina is his daughter, ready to live on her own, despite his angry objections. Eddie is the Maori she takes as her lover. Nina works at the restaurant where Eddie cooks. For a price, she agrees to marry another restaurant employee, a Chinese man, so that he can establish permanent residency. The money gives her the independence she needs to leave her parents' house and move in with Eddie. Complications arise when Eddie realizes the depth of her father's fury and the strength of Nina's family ties."
1256,"Designated Mourner, The (1997)",The Designated Mourner,1997,Drama,David Hare,"Mike Nichols, Miranda Richardson, David de Keyser","Jack and Judy are husband and wife, and Howard is Judy's father. They live in some fictional undemocratic and repressive country, and tell us a story about their lives, mostly from Jack's point of view."
1257,"Designated Mourner, The (1997)",The Designated Mourner,1997,Drama,David Hare,"Mike Nichols, Miranda Richardson, David de Keyser","Jack and Judy are husband and wife, and Howard is Judy's father. They live in some fictional undemocratic and repressive country, and tell us a story about their lives, mostly from Jack's point of view."
1258,Trial and Error (1997),Trial and Error,1997,"Comedy, Romance",Jonathan Lynn,"Michael Richards, Jeff Daniels, Charlize Theron","When lawyer Charlie is sent to a small Nevada town to file a continuance request for a client, his actor friend Richard turns up to throw a surprise bachelor party celebrating his upcoming marriage to the boss's daughter. When Charlie is too hung-over to make it to court for the hearing, Richard fills in, inadvertently committing felony fraud, and Charlie is left with no choice but to coach the clueless Richard through the whole trial."
1259,Pie in the Sky (1995),Pie in the Sky,1995,"Comedy, Romance",Bryan Gordon,"Josh Charles, Anne Heche, John Goodman",A young man obsessed with traffic patterns attempts to reunite with his first love.
1260,Total Eclipse (1995),Total Eclipse,1995,"Drama, Romance",Agnieszka Holland,"Leonardo DiCaprio, David Thewlis, Romane Bohringer","Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle."
1261,"Run of the Country, The (1995)",The Run of the Country,1995,"Drama, Romance",Peter Yates,"Albert Finney, Matt Keeslar, Victoria Smurfit","An Irish lad who fled from his oppressive, widowed father falls for a girl from an affluent family."
1262,Walking and Talking (1996),Walking and Talking,1996,"Comedy, Drama, Romance",Nicole Holofcener,"Catherine Keener, Anne Heche, Todd Field","Just as Amelia thinks she's over her anxiety and insecurity, her best friend announces her engagement, bringing her anxiety and insecurity right back."
1263,Foxfire (1996),Foxfire,1996,"Action, Drama, Thriller",Annette Haywood-Carter,"Hedy Burress, Angelina Jolie, Jenny Lewis",The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.
1264,Nothing to Lose (1994),Nothing to Lose,1994,"Action, Crime, Drama",Izidore K. Musallam,"Alexandra Paul, Youssef Abed-Alnour, Paul Gleason","A young street fighter seeks revenge against a powerful drug lord who killed his entire family. Using of his many special combat skills, he's about to take down a whole criminal operation, reaching his goal whatever the consequences."
1265,Star Maps (1997),Star Maps,1997,"Comedy, Drama",Miguel Arteta,"Douglas Spain, Efrain Figueroa, Kandeyce Jorden","Carlos wants to be an actor. But his father, Pepe, wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can get his foot in the door in Hollywood."
1266,Bread and Chocolate (Pane e cioccolata) (1973),Bread and Chocolate (Pane e cioccolata),1973,Unknown,Unknown Director,Unknown Cast,A movie titled Bread and Chocolate (Pane e cioccolata) released in 1973.
1267,Clockers (1995),Clockers,1995,"Crime, Drama, Mystery",Spike Lee,"Harvey Keitel, John Turturro, Delroy Lindo","Strike is a young city drug pusher under the tutelage of drug lord Rodney Little. When a night manager at a fast-food restaurant is found with four bullets in his body, Strike’s older brother turns himself in as the killer. Detective Rocco Klein doesn’t buy the story, however, setting out to find the truth, and it seems that all the fingers point toward Strike & Rodney."
1268,Bitter Moon (1992),Bitter Moon,1992,"Thriller, Drama, Romance",Roman Polanski,"Peter Coyote, Emmanuelle Seigner, Hugh Grant",A passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.
1269,Love in the Afternoon (1957),Love in the Afternoon,1957,"Comedy, Romance",Billy Wilder,"Gary Cooper, Audrey Hepburn, Maurice Chevalier",A middle-aged playboy becomes fascinated by the daughter of a private detective who has been hired to entrap him with a client's wife.
1270,Life with Mikey (1993),Life with Mikey,1993,"Comedy, Family",James Lapine,"Michael J. Fox, Christina Vidal Mitchell, Nathan Lane","Michael Chapman, a former child TV star, runs a struggling talent agency specilizing in child acts. When a young girl off the street puts on a real performance after he catches her picking his pocket, he may have just found the next big thing."
1271,North (1994),North,1994,"Comedy, Family, Fantasy, Adventure, Drama",Rob Reiner,"Elijah Wood, Bruce Willis, Jason Alexander","Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus North starts off on a journey around the world to find parents that really care about him."
1272,Talking About Sex (1994),Talking About Sex,1994,"Comedy, Romance",Aaron Speiser,"Kim Wayans, Marcy Walker, Daniel Beer","Andie Norman (Kim Wayans) is a young publisher who gets a chance to remake a dry-text on ""assertive communication skills"" into a best selling book to be titled 'Talking About Sex'. Andie's boyfriend, Doug Penn (Daniel Beer), is a good guy whose sex life with Andie begins tapering off as he finds watching sports on TV more interesting. Andie assembles her female friends to videotape a rough cut of a discussion program for a TV documentary for her book as a promotional item. All of Andie's and Doug's friends later get together for an all-night cocktail party at their house to celebrate the upcoming release of the book where Andie, Doug and their friends end up revealing intimacies to each other over too many drinks which include past bed-hopping and infidelity with puts a test on all relationships in both hilarious and heartfelt ways which leads to Andie and Doug to decide if they can have a future together."
1273,Color of Night (1994),Color of Night,1994,"Romance, Mystery, Thriller",Richard Rush,"Bruce Willis, Jane March, Rubén Blades",A color-blind psychiatrist is stalked by an unknown killer after taking over his murdered friend's therapy group and becomes embroiled in an intense affair with a mysterious woman who may be connected to the crime.
1274,Robocop 3 (1993),Robocop 3,1993,"Action, Adventure, Crime, Science Fiction, Thriller",Fred Dekker,"Robert John Burke, Nancy Allen, Rip Torn","The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie."
1275,Killer (Bulletproof Heart) (1994),Killer (Bulletproof Heart),1994,"Thriller, Drama, Romance",Mark Malone,"Anthony LaPaglia, Mimi Rogers, Matt Craven","Cynical hit man Mick is tiring of his job and asks his boss George for time off. However, George gives him the assignment of his life, prompting Mick's soul-searching to reach new heights. Mick is asked to kill sultry Fiona, who owes George money and claims she wants to die. But as Mick spends time with her, he finds himself falling for her."
1276,Sunset Park (1996),Sunset Park,1996,Drama,Steve Gomer,"Rhea Perlman, Fredro Starr, Carol Kane","A white teacher takes over a talented, but undisciplined Black high school basketball team and turns them into winners."
1277,Set It Off (1996),Set It Off,1996,"Crime, Drama, Thriller, Action, Romance",F. Gary Gray,"Jada Pinkett Smith, Queen Latifah, Vivica A. Fox","Four inner-city Black women, determined to end their constant struggle, decide to live by one rule — get what you want or die trying. So the four women take back their lives and take out some banks in the process."
1278,Selena (1997),Selena,1997,"Drama, Music, History",Gregory Nava,"Jennifer Lopez, Jackie Guerra, Constance Marie","In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete."
1279,Wild America (1997),Wild America,1997,"Adventure, Comedy, Family",William Dear,"Jonathan Taylor Thomas, Scott Bairstow, Devon Sawa","Three brothers - Marshall, Marty and Mark dream of becoming naturalists and portraying animal life of America. One summer their dream comes true, they travel through America, filming alligators, bears and moose."
1280,Gang Related (1997),Gang Related,1997,"Action, Crime, Thriller, Drama, Romance",Jim Kouf,"Jim Belushi, Tupac Shakur, Lela Rochon","After murdering an undercover DEA agent, two corrupt cops scramble to cover up what they've done."
1281,Manny & Lo (1996),Manny & Lo,1996,"Drama, Comedy",Lisa Krueger,"Scarlett Johansson, Aleksa Palladino, Mary Kay Place",A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.
1282,"Grass Harp, The (1995)",The Grass Harp,1995,"Comedy, Drama, Family",Charles Matthau,"Piper Laurie, Sissy Spacek, Walter Matthau","Based on the novel by Truman Capote, this often-witty coming-of-age drama looks at a young man growing up with an unusual family in the Deep South in the 1940s. Becoming an orphan in 1935, Collin moves to his dad's cousins Verena and Dolly. Verena is a rich, bossy businesswoman. Dolly, Collin and the maid revolt, moving to a tree house."
1283,Out to Sea (1997),Out to Sea,1997,"Comedy, Romance",Martha Coolidge,"Jack Lemmon, Walter Matthau, Dyan Cannon","Care-free Charlie cons his widower brother-in-law Herb into an expenses-paid luxury cruise in search of rich, lonely ladies. The catch is that they are required to be dance hosts! With a tyrannical cruise director, and the luscious Liz and lovely Vivian, our heroes have lots of mis-adventures before they finally return to port."
1284,Before and After (1996),Before and After,1996,"Crime, Drama, Mystery",Barbet Schroeder,"Meryl Streep, Liam Neeson, Edward Furlong",Two parents deal with the effects when their son is accused of murdering his girlfriend.
1285,Princess Caraboo (1994),Princess Caraboo,1994,"Comedy, Drama, History, Mystery",Michael Austin,"Jim Broadbent, Phoebe Cates, Wendy Hughes","Bristol, England, early 19th century. A beautiful young stranger who speaks a weird language is tried for the crime of begging. But when a man claims that he can translate her dialect, it is understood that the woman is a princess from a far away land. She is then welcomed by a family of haughty aristocrats that only wants to heighten their prestige. However, the local reporter is not at all convinced she is what she claims to be and investigates. Is Caraboo really a princess?"
1286,Shall We Dance? (1937),Shall We Dance?,1937,"Comedy, Romance",Mark Sandrich,"Fred Astaire, Ginger Rogers, Edward Everett Horton","Ballet star Petrov arranges to cross the Atlantic aboard the same ship as the dancer and musical star he's fallen for but barely knows. By the time the ocean liner reaches New York, a little white lie has churned through the rumour mill and turned into a hot gossip item—that the two celebrities are secretly married."
1287,Ed (1996),Ed,1996,"Comedy, Family",Bill Couturié,"Matt LeBlanc, Jayne Brook, Bill Cobbs","Jack Cooper could be a world-class baseball pitcher if he didn't keep buckling under the pressure. He tries to keep his spirits up after he's traded to a minor league team but loses all hope when he discovers that Ed, one of his teammates, is a chimp. Ed used to be the team mascot, but was promoted to third base when the owners realized he had a talent for baseball. As Jack struggles to get used to his new surroundings, Ed helps him regain his confidence on and off the field."
1288,Denise Calls Up (1995),Denise Calls Up,1995,Comedy,Hal Salwen,"Tim Daly, Caroleen Feeney, Dan Gunther","A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by phone, to Jerry and Barbara who, in turn, hit it off beautifully – via phone and fax. Martin gets a telephone call from someone he's never met. It's Denise, with some extraordinary news. Tapping away at his computer all the while, he develops a sort of friendship with Denise – via phone. And so it goes as the friends, tap, tap, tapping away, share news, hopes, and dreams – via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has some more news for Martin, and Frank plans a gala New Year's Eve party, but will he answer the door?"
1289,Jack and Sarah (1995),Jack and Sarah,1995,"Comedy, Drama, Romance",Tim Sullivan,"Richard E. Grant, Samantha Mathis, Judi Dench","Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1."
1290,Country Life (1994),Country Life,1994,"Drama, Romance",Michael Blakemore,"Greta Scacchi, Kerry Fox, Sam Neill","Adaptation of Chekhov's ""Uncle Vanya"" set in rural Australia in the 1920s. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly brilliant) literary critic in London. Action begins when Alexander returns with his beautiful young wife Deborah, revealing himself as an arrogant failure and wanting to sell the farm out from under Jack. Blakemore introduces themes about Australia's separation from England, as well as expanding the pacifist and ecological philosophies espoused by the local Doctor Max Askey."
1291,Celtic Pride (1996),Celtic Pride,1996,Comedy,Tom DeCerchio,"Damon Wayans, Daniel Stern, Dan Aykroyd",Two over-loyal Celtic fans kidnap their opponent's star player in order to guarantee their team the championship.
1292,"Simple Wish, A (1997)",A Simple Wish,1997,"Adventure, Comedy, Family, Fantasy",Michael Ritchie,"Martin Short, Kathleen Turner, Mara Wilson","Murray is a male fairy godmother, and he is trying to help 8-year-old Anabel to fulfil her ""simple wish"" - that her father Oliver, who is a cab driver, would win the leading role in a Broadway musical. Unfortunately, Murray's magic wand is broken and the fairies convention is threatened by evil witches Claudia and Boots."
1293,Star Kid (1997),Star Kid,1997,"Action, Adventure, Family, Science Fiction",Manny Coto,"Joseph Mazzello, Richard Gilliland, Corinne Bohrer",Shy seventh-grader Spencer Griffith's life changes when the meteor falls into local junkyard and he finds a Cybersuit - the wise and strong robot from another galaxy. Spencer puts Cybersuit on and becomes a different kind of guy
1294,Ayn Rand: A Sense of Life (1997),Ayn Rand: A Sense of Life,1997,Unknown,Unknown Director,Unknown Cast,A movie titled Ayn Rand: A Sense of Life released in 1997.
1295,Kicked in the Head (1997),Kicked in the Head,1997,"Comedy, Crime, Drama, Romance",Matthew Harrison,"Kevin Corrigan, Linda Fiorentino, Michael Rapaport","When Redmond finds himself out of home and job, his life becomes a series of unpredictable escapades - from dodging gunfire after his uncle makes him deliver a highly suspicious package to pursuing a moody stewardess he thinks has come to save him. Soon Redmond begins to suspect his road of mishap might actually be the path to the truth he has been seeking all along."
1296,Indian Summer (1996),Indian Summer,1996,"Comedy, Drama",Nancy Meckler,"Jason Flemyng, Antony Sher, Dorothy Tutin","A passionately committed young dancer is forced to re-examine his career and life when faced with death, finding hope through an older man who becomes his lover, mentor and companion."
1297,Love Affair (1994),Love Affair,1994,"Drama, Romance",Glenn Gordon Caron,"Warren Beatty, Annette Bening, Katharine Hepburn","Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again."
1298,"Band Wagon, The (1953)",The Band Wagon,1953,"Music, Comedy, Romance",Vincente Minnelli,"Fred Astaire, Cyd Charisse, Oscar Levant",A Broadway artiste turns a faded film star's comeback vehicle into an artsy flop.
1299,Penny Serenade (1941),Penny Serenade,1941,"Drama, Romance",George Stevens,"Cary Grant, Irene Dunne, Beulah Bondi","Julie and Roger are a love-struck married couple who desperately want to have a child. Tragedy after tragedy gets in their way, as the two attempt to rise above their troubles and fulfill their dreams of parenthood."
1300,'Til There Was You (1997),'Til There Was You,1997,"Comedy, Romance",Scott Winant,"Jeanne Tripplehorn, Dylan McDermott, Karen Allen","Two strangers, whose paths are always crossing, finally meet when fate steps in. It took them twenty years to fall in love at first sight."
1301,Stripes (1981),Stripes,1981,"Action, Comedy",Ivan Reitman,"Bill Murray, Harold Ramis, Warren Oates","Hard-luck cabbie John Winger, directionless after being fired from his job and dumped by his girlfriend, enlists in the U.S. Army with his close pal, Russell Ziskey. After his barely satisfactory performance in basic training, the irreverent Winger emerges as the figurehead for a ragtag band of misfits. However, his hijinks threaten to cause an international scandal when he inadvertently commandeers a military assault vehicle behind enemy lines."
1302,Late Bloomers (1996),Late Bloomers,1996,"Comedy, Drama, Romance",Julia Dyer,"Connie Nelson, Dee Hennigan, Gary Carter","A lonely secretary leaves her family for love with a female basketball coach. But their awakening galvanizes the local conservative community, with the small-town drama permeating everywhere from the teacher’s lounge to the student body to the PTA, yet leads to unexpected love-conquers-all resolutions."
1303,"Getaway, The (1994)",The Getaway,1994,"Action, Crime, Mystery, Thriller",Roger Donaldson,"Alec Baldwin, Kim Basinger, Michael Madsen",An ex-con and his devoted wife must flee from danger when a heist doesn't go as planned.
1304,New York Cop (1996),New York Cop,1996,Unknown,Unknown Director,Unknown Cast,A movie titled New York Cop released in 1996.
1305,National Lampoon's Senior Trip (1995),National Lampoon's Senior Trip,1995,Comedy,Kelly Makin,"Matt Frewer, Valerie Mahaffey, Lawrence Dane","While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system. There is only one problem, the President loves it! Hence, the group must travel to Washington to meet the Main Man."
1306,Delta of Venus (1994),Delta of Venus,1994,Unknown,Unknown Director,Unknown Cast,A movie titled Delta of Venus released in 1994.
1307,Carmen Miranda: Bananas Is My Business (1994),Carmen Miranda: Bananas Is My Business,1994,Unknown,Unknown Director,Unknown Cast,A movie titled Carmen Miranda: Bananas Is My Business released in 1994.
1308,Babyfever (1994),Babyfever,1994,"Romance, Comedy, Drama","Henry Jaglom, Victoria Foyt","Victoria Foyt, Matt Salinger, Frances Fisher","Gena is an average woman who is torn between her current boyfriend's desire to marry her and start a family, and the unexpected arrival of an old boyfriend wanting to pick up where they left off. To further complicate matters, she might be pregnant herself. In the mist of this unsettled personal life, Gena leaves her two men to attend a baby shower party for a girl friend and talks with the various female attendees all of whom are facing their own ticking biological clocks."
1309,"Very Natural Thing, A (1974)",A Very Natural Thing,1974,"Drama, Romance",Purusha Larkin,"Robert McLane, Curt Gareth, Bo White","When David, an ex-monk still in his twenties meets Mark, he falls hard; soon he's asked Mark if they can live together. Things go well for awhile, and then differences in their definition of ""commitment"" begin to push them apart. Mark wants other sexual adventures, David tries to go along. Can they talk through the crisis in their relationship or is a breakup in the offing? David sees his relationship with Mark as a marriage, so if it ends, can David's heart ever heal?"
1310,"Walk in the Sun, A (1945)",A Walk in the Sun,1945,"War, Drama",Lewis Milestone,"Dana Andrews, Richard Conte, George Tyne","In the 1943 invasion of Italy, one American platoon lands, digs in, then makes its way inland to attempt to take a fortified farmhouse, as tension and casualties mount."
1311,Waiting to Exhale (1995),Waiting to Exhale,1995,"Comedy, Drama, Romance",Forest Whitaker,"Whitney Houston, Angela Bassett, Loretta Devine","Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive ""good man"" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo and Robin talk it all out, determined to find a better way to breathe."
1312,"Pompatus of Love, The (1996)",The Pompatus of Love,1996,"Comedy, Romance, Drama",Richard Schenkman,"Adrian Pasdar, Jon Cryer, Tim Guinee","Four guys sit around drinking beer and talking, trying to figure out the meaning of ""the pompatus of love"" (from the Steve Miller song ""Joker"") and analyzing their relationships with women."
1313,Palmetto (1998),Palmetto,1998,"Crime, Mystery, Thriller",Volker Schlöndorff,"Woody Harrelson, Gina Gershon, Elisabeth Shue","After being released from prison on a bum charge, Harry Barber is out for payback to regain his lost two years. He's hired by Mrs. Malroux to fake the kidnapping of her stepdaughter (the daughter of a dying millionaire). He discovers that he is being set up on multiple levels and will soon face a longer sentence if he doesn't prove the truth."
1314,Surviving the Game (1994),Surviving the Game,1994,"Action, Thriller, Adventure, Crime, Drama",Ernest R. Dickerson,"Rutger Hauer, Ice-T, Charles S. Dutton","A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey."
1315,Inventing the Abbotts (1997),Inventing the Abbotts,1997,"Drama, Romance",Pat O'Connor,"Joaquin Phoenix, Liv Tyler, Jennifer Connelly","In the 1950s, brothers Jacey and Doug Holt, who come from the poorer side of their sleepy Midwestern town, vie for the affections of the wealthy, lovely Abbott sisters. Lady-killer Jacey alternates between Eleanor and Alice, wanting simply to break the hearts of rich young women. But sensitive Doug has a real romance with Pamela, which Jacey and the Abbott patriarch, Lloyd, both frown upon."
1316,"Horse Whisperer, The (1998)",The Horse Whisperer,1998,"Adventure, Drama, Romance",Robert Redford,"Robert Redford, Kristin Scott Thomas, Sam Neill",The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.
1317,"Journey of August King, The (1995)",The Journey of August King,1995,Drama,John Duigan,"Jason Patric, Thandiwe Newton, Larry Drake","The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner."
1318,Catwalk (1995),Catwalk,1995,Documentary,Robert Leacock,"Christy Turlington, Azzedine Alaïa, Giorgio Armani","A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York."
1319,"Neon Bible, The (1995)",The Neon Bible,1995,Drama,Terence Davies,"Jacob Tierney, Drake Bell, Gena Rowlands","During a train ride, a teenager recalls his upbringing in 1940s small-town Georgia and the events that have led to this point."
1320,Homage (1995),Homage,1995,"Thriller, Drama",Ross Kagan Marks,"Blythe Danner, Frank Whaley, Sheryl Lee","The young caretaker at the estate of a reclusive woman develops a dangerous obsession with her daughter, a sexy television star. Unexpected twists and turns."
1321,Open Season (1996),Open Season,1996,Comedy,Robert Wuhl,"Lloyd Adams, Robert Wuhl, Gailard Sartain","When the television ratings machines suddenly malfunction, public television suddenly, but mistakenly, soars to #1 in this humorous satire."
1322,Metisse (Café au Lait) (1993),Metisse (Café au Lait),1993,"Comedy, Romance",Mathieu Kassovitz,"Julie Mauduech, Hubert Koundé, Mathieu Kassovitz","Lola is pregnant, and she isn’t sure who the father is: Félix, a Jewish delivery boy, or Jamal, a black law student."
1323,"Wooden Man's Bride, The (Wu Kui) (1994)","Wooden Man's Bride, The (Wu Kui)",1994,"Drama, Romance",Huang Jianxin,"Ku Pao-Ming, Mingjun Kao, Lan Wang","After her groom is killed in a bandit ambush, a young peasant bride must move into the home of her wealthy mother-in-law, Madame Liu. In a perverse tribute to her fallen son, Madame Liu imposes on her new daughter-in-law a life of domestic servitude. In the midst of her misery, the young widow finds new romance with another peasant, the gentle and brave Kui. But when Madame Liu discovers her infidelity, she vows to keep the lovers apart."
1324,Loaded (1994),Loaded,1994,"Drama, Mystery, Thriller",Anna Campion,"Oliver Milburn, Catherine McCormack, Thandiwe Newton","A group of young friends convene in the countryside to shoot a horror movie. But an experiment with LSD sees normal boundaries between them collapsing, and tragedy subsequently striking."
1325,August (1996),August,1996,"Romance, Comedy, Drama",Anthony Hopkins,"Anthony Hopkins, Leslie Phillips, Kate Burton","Set in 1890s North Wales over a long, hot August weekend, the Victorian calm of a household is suddenly upset with the arrival of a London couple who impose their city ways and thoughts on the more rurally based family. An adaptation of Anton Chekhov's play, ""Uncle Vanya."""
1326,Boys (1996),Boys,1996,"Romance, Drama, Mystery",Stacy Cochran,"Winona Ryder, Lukas Haas, John C. Reilly","Fed up with boarding school and frustrated with the way others have planned his life, John Baker Jr. wants a change -- anything to shake up his staid routine. The moment arrives when he stumbles upon a woman, Patty Vare, unconscious in a field. Deciding to risk it, John takes her to his dorm to look after her, much to the disapproval of his friends. John's decision proves fateful as he and Patty grow close to one another. However, she may be keeping secrets from him."
1327,Captives (1994),Captives,1994,"Drama, Thriller, Mystery, Romance",Angela Pope,"Julia Ormond, Tim Roth, Colin Salmon","A beautiful young dentist working in a tough British prison starts to become attracted to a violent inmate after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all."
1328,Of Love and Shadows (1994),Of Love and Shadows,1994,Drama,Betty Kaplan,"Jennifer Connelly, Antonio Banderas, Stefania Sandrelli","Irene is a magazine editor living under the shadow of the Pinochet dictatorship in Chile. Francisco is a handsome photographer and he comes to Irene for a job. As a sympathizer with the underground resistance movement, Francisco opens her eyes and her heart to the atrocities being committed by the state."
1329,"Low Life, The (1994)",The Low Life,1994,Unknown,Unknown Director,Unknown Cast,A movie titled The Low Life released in 1994.
1330,An Unforgettable Summer (1994),An Unforgettable Summer,1994,"Drama, Romance, War",Lucian Pintilie,"Kristin Scott Thomas, Claudiu Bleonţ, Olga Tudorache","In 1925 Romania, young Marie-Therese Von Debretsy refuses the flirtatious advances of her husband's commanding officer. As a result, the cosmopolitan family is reassigned to a brutally bleak and dangerous outpost on the Bulgarian/Romanian frontier where both their relationship and humanity are severely tested."
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)","The Last Klezmer: Leopold Kozlowski, His Life and Music",1995,Unknown,Unknown Director,Unknown Cast,"A movie titled The Last Klezmer: Leopold Kozlowski, His Life and Music released in 1995."
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),1993,Drama,Gérard Mordillat,"Sami Frey, Marc Barbé, Julie Jézéquel","May, 1946, in Paris young poet Jacques Prevel meets Antonin Artaud, the actor, artist, and writer just released from a mental asylum. Over ten months, we follow the mad Artaud from his cruel coaching of an actress in his ""theatre of cruelty"" to his semi-friendship with Prevel who buys him drugs and hangs on his every word. Meanwhile, Prevel divides his time between Jany, his blond, young, drug-hazed mistress, and Rolande, his dark-haired, long-suffering wife, who has a child during this time. Cruelty, neglect, poverty, egoism, madness, and the pursuit of art mix on the Left Bank."
1333,Midnight Dancers (Sibak) (1994),Midnight Dancers (Sibak),1994,"Drama, Crime",Mel Chionglo,"Alex del Rosario, Gandong Cervantes, Lawrence David","Brothers Joel, Dennis and Sonny  work together as dancers at a low-rent gay bar in downtown Manila, in the Philippines. Despite his mother's pleas, Sonny decides to quit college to work full-time at the bar, while Dennis has moved beyond dancing into prostitution at the urging of the manipulative club manager. Joel, the eldest, tries to balance his secret gay life with his socially respectable role as a husband and father."
1334,Somebody to Love (1994),Somebody to Love,1994,"Comedy, Drama",Alexandre Rockwell,"Harvey Keitel, Rosie Perez, Anthony Quinn","Mercedes is a taxi dancer who wants to be an actress. She's involved with the married Harry, who considers himself a respected actor. Ernesto is in love with Mercedes, but he doesn't dance or have money."
1335,American Buffalo (1996),American Buffalo,1996,"Drama, Crime",Michael Corrente,"Dustin Hoffman, Dennis Franz, Sean Nelson",Three inner-city losers plan a robbery of a valuable coin in a seedy second-hand junk shop.
